Variety ,Photo,Cond,Ci,Trmmol,VpdL,CTleaf,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,zscore
TRIPLOFL1,16.80627258,0.448361335,280.4392564,9.387585343,2.267947322,39.19779332,40.94524384,39.19779332,41.01834106,384.9619548,360.7151794,37.84813944,48.57302856,48.3114802,62.00133006,499.6750895,1504.335246,294.1106567,99.51661174,22.17074585,0.244342014,0.832791816,0.009387585,312.3477933,314.0952438,240.6936339,-1.743614327,7.101770552,71.36266426,22.78963569,40.07151858,7.442026226,0.387225771,4.83382323,2.608202997,0.246854627,27.90836464,0.77745353,70.65975612,352.7262824,0.033667087,-0.092709207
TRIPLOFL2,18.66698985,0.501684841,278.7381499,9.665789683,2.121799966,38.89117559,40.81837463,38.89117559,40.93735631,385.1679179,358.588033,37.83314133,48.87361781,48.61938604,62.80751038,499.6190084,1499.05127,319.6391195,99.51800791,22.17074585,0.244342014,0.832698347,0.00966579,312.0411756,313.9683746,239.8481978,-1.869708424,6.985605051,70.19438188,21.32076407,39.85477511,7.356328535,0.426365387,4.863805085,2.49252345,0.272356233,27.73946542,0.777321406,72.55197674,349.7146401,0.038726639,-0.616863492
TRIPLOFL3,18.14117852,0.49476483,294.0898168,8.214874981,1.859234099,35.28337097,36.12875621,35.28337097,36.02394485,397.1200358,371.6712341,29.23555311,38.71750895,48.7186381,64.51953888,499.6953023,1498.816732,115.5043666,100.1711934,26.17510986,0.269793123,0.832825504,0.008214875,308.433371,309.2787562,239.8106717,-1.304798068,5.737613171,57.27807541,18.56056646,35.70606359,5.873007921,0.421357105,3.878379071,1.994628849,0.269087274,29.45932785,0.791263341,71.01196196,363.0477867,0.035484054,-0.838172135
TRIPLOFL4,18.82502251,0.499522524,292.0374381,8.231276649,1.847771712,35.26877594,36.18879064,35.26877594,36.06944656,397.7709452,371.4844259,29.28279495,38.78701782,48.6351738,64.42053731,499.4836833,1498.743693,159.9146678,100.1679306,26.17510986,0.269793123,0.832472805,0.008231277,308.4187759,309.3387906,239.7989855,-1.30231372,5.732987021,57.23375722,18.44673939,35.72878329,5.880363333,0.424801089,3.885215309,1.995148024,0.271335146,29.25278583,0.786136486,71.20806423,362.5359117,0.036975466,-0.697134231
丹红杨FL1,18.90971908,0.612229525,294.271463,9.501548099,1.774901087,37.06147893,38.58226267,37.06147893,38.5882136,389.3136495,362.4717204,34.84291967,45.73042933,50.47310257,66.24463654,499.675588,1500.717814,1187.191243,99.5216039,21.60496902,0.228505492,0.832792647,0.009501548,310.2114789,311.7322627,240.1148449,-1.854311017,6.326066762,63.56475895,17.83432962,37.8218708,6.593282944,0.503653988,4.551165675,2.042117269,0.32301853,29.28636799,0.811846709,75.58449421,353.4829456,0.040434229,-0.24395004
丹红杨FL4,18.05667164,0.44684886,291.2899955,6.793001311,1.686394854,33.41365433,34.69278463,33.41365433,34.75566991,398.5661926,373.8348083,26.90817261,34.78135173,48.54342906,62.74696096,499.6759847,1498.496257,1231.797892,100.178098,25.79377937,0.296031803,0.832793308,0.006793001,306.5636543,307.8427846,239.7593957,-0.51322875,5.17072452,51.61531932,16.83396759,34.05321948,5.358891788,0.386098758,3.484329666,1.874562122,0.246121705,29.18087777,0.779194521,70.54730901,365.2515314,0.034875934,1.673098206
汉白杨FL1,18.01536121,0.37011099,265.981615,8.29880888,2.379349581,38.4909579,39.98083878,38.4909579,40.04899089,390.4073283,365.1375936,35.26482773,44.7830925,47.39072673,60.18186951,499.7021586,1499.476644,1427.505168,99.52662913,21.60496902,0.228505492,0.832836931,0.008298809,311.6409579,313.1308388,239.9162577,-1.237813308,6.836459822,68.6897555,23.90666301,39.23589834,7.116323401,0.327438787,4.457110241,2.659213161,0.20809821,26.47225358,0.728442155,67.35683339,356.5739537,0.034031024,-1.006537791
汉白杨FL2,15.74951874,0.413920368,283.6520006,9.178379565,2.382401999,38.78101095,40.24022929,38.78101095,40.32273992,388.0133362,365.0731405,35.31770452,45.83601507,46.80878448,60.74936549,499.567627,1498.979777,1325.775269,99.52589162,21.60496902,0.228505492,0.832612712,0.00917838,311.9310109,313.3902293,239.836759,-1.692989572,6.94427227,69.77352481,23.93750974,39.51062012,7.222011122,0.361266817,4.561870271,2.660140851,0.229997494,28.23071828,0.776973078,68.21963406,357.5865735,0.030046618,-0.953225762
汉白杨FL3,19.41548302,0.313434573,255.3655771,6.315133125,2.140867338,34.67046611,35.57291031,34.67046611,35.54080963,401.1283976,374.9719849,26.67026011,33.99534607,45.82293193,58.40837733,499.6896769,1500.146851,1553.300903,100.1679331,26.17510986,0.269793123,0.832816128,0.006315133,307.8204661,308.7229103,240.0234907,-0.316531508,5.546110891,55.36812747,21.3727814,35.12168821,5.686545614,0.282278351,3.405243553,2.281302061,0.178981438,25.57944207,0.681025979,63.60941442,365.7427941,0.033767155,-0.649624983
汉白杨FL4,19.09538999,0.329307827,261.5367994,6.506453136,2.109932908,34.6183815,35.48219935,34.6183815,35.44943237,400.4414063,374.581899,26.59732564,34.1444308,45.92668788,58.95858637,499.6055603,1499.573771,1130.230794,100.1675313,26.17510986,0.269793123,0.832675934,0.006506453,307.7683815,308.6321994,239.931798,-0.422038169,5.53009625,55.20847101,21.06404021,35.05029043,5.664120647,0.295090347,3.420163341,2.243957306,0.187228025,26.19749554,0.698209923,64.21180818,365.5048651,0.033546737,-0.763826128
加拿大杨FL1,17.52642041,0.561317518,301.9041108,8.051441029,1.622404871,35.79786809,37.16039276,35.79786809,37.18678919,393.9482422,369.3269755,33.75106049,43.00525665,52.81665421,67.29844411,499.5690206,1500.300252,1268.273275,99.53140513,22.57319069,0.181974769,0.832615034,0.008051441,308.9478681,310.3103928,240.048035,-1.138822051,5.902778503,59.30568842,16.30043177,36.47913043,6.127825205,0.468679276,4.280373632,1.847451573,0.300042731,30.04894048,0.817443883,75.81305037,360.9957546,0.036807321,0.016878543
加拿大杨FL2,17.48856717,0.575373028,302.4994231,7.875402634,1.555227379,35.5619723,37.07183711,35.5619723,37.09955088,392.6737061,368.1879781,33.86261241,42.91488266,53.24700419,67.48117574,499.5937602,1499.64624,233.5556285,99.52998098,22.57319069,0.181974769,0.832656267,0.007875403,308.7119723,310.2218371,239.9433931,-1.028160902,5.826544832,58.54060028,15.62571762,36.3169047,6.073570881,0.478439786,4.271317454,1.802253427,0.306446222,30.10776182,0.821589681,76.61843454,359.8747509,0.037233716,-0.147002649
加拿大杨FL3,16.97925836,0.56053872,307.9123713,7.164197138,1.470722813,32.16857147,33.31926727,32.16857147,33.29465739,396.2979635,372.7038981,25.12311681,33.43790436,48.93721771,65.13355764,499.6862284,1501.120524,1302.185221,100.189003,25.79377937,0.296031803,0.832810381,0.007164197,305.3185715,306.4692673,240.1792785,-0.722193238,4.820833112,48.11738782,14.67948346,32.74391937,4.979867212,0.468140429,3.350110299,1.629756913,0.299689054,30.84943348,0.826158174,73.43804086,364.6327719,0.034196692,-0.564271889
加拿大杨FL4,17.84197481,0.55398186,301.6635141,7.279299855,1.508454217,32.38918432,33.54129918,32.38918432,33.52483368,394.7034403,370.04245,25.21782557,33.6651624,48.5138588,64.76477814,499.6301676,1498.940389,1084.301473,100.1875102,25.79377937,0.296031803,0.832716946,0.0072793,305.5391843,306.6912992,239.8304569,-0.785013486,4.88128302,48.72147248,15.05631007,32.96524175,5.042248604,0.463557398,3.372828803,1.669419801,0.296684711,30.22291641,0.815213296,73.03028237,361.5612296,0.036038264,-0.551059046
巨霸杨FL1,20.19817441,0.599205504,287.0380576,9.920203857,1.884590091,37.48641459,39.09111532,37.48641459,39.18733978,389.3993632,360.8461202,34.74847666,46.11168925,48.98074595,64.99810028,499.6526998,1498.70992,1428.437907,99.53275808,21.60496902,0.228505492,0.8327545,0.009920204,310.6364146,312.2411153,239.7935819,-2.058077906,6.474213702,65.04605948,18.93437023,38.28876495,6.762166553,0.494806961,4.589623611,2.172542943,0.317198689,28.56968954,0.79545833,74.54784774,351.2448754,0.042868387,0.896713884
巨霸杨FL2,20.78828461,0.662246669,288.9820655,10.49441552,1.835729445,37.59529495,39.23420588,37.59529495,39.32342021,388.5768433,359.0915019,34.98020045,46.98878225,48.9296697,65.72705841,499.707428,1499.456624,1335.092163,99.53279368,21.60496902,0.228505492,0.832845713,0.010494416,310.745295,312.3842059,239.9130545,-2.345607516,6.512654212,65.43224571,18.44346346,38.41475042,6.808375611,0.53702094,4.676924768,2.131450844,0.345016323,28.76319229,0.804758854,75.78150034,349.209747,0.045112355,0.381691968
巨霸杨FL3,20.05694544,0.479585069,289.1661125,7.007020438,1.635258981,33.64871216,34.95927429,33.64871216,35.01106644,401.8761597,374.6392517,27.86559486,35.97700246,49.53106054,63.94907633,499.6613363,1498.771525,1404.525187,100.1735229,25.79377937,0.296031803,0.832768894,0.00700702,306.7987122,308.1092743,239.8034387,-0.617952062,5.239202064,52.30126594,16.32426348,34.30399323,5.434281171,0.410296831,3.603943083,1.830338089,0.261874188,28.96678822,0.771852224,72.06412437,365.1051404,0.039588215,0.229020196
巨霸杨FL4,19.29258455,0.453258418,290.3986808,6.726710185,1.648046171,33.6357282,34.91871262,33.6357282,34.93977356,403.0255127,376.8165792,28.02338346,35.81116231,49.9239006,63.79790243,499.691925,1499.21167,1357.773193,100.1741536,25.79377937,0.296031803,0.832819875,0.00672671,306.7857282,308.0687126,239.8738618,-0.476532208,5.235399058,52.26297271,16.4518104,34.27722041,5.42618881,0.390872899,3.587352887,1.838835923,0.249226592,29.09044228,0.770663227,71.60300605,367.6458085,0.037574358,0.605084293
